date,trend
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,22.0
2022-01-06,19.857142857142858
2022-01-07,17.714285714285715
2022-01-08,17.89285714285714
2022-01-09,17.89285714285714
2022-01-10,19.32142857142857
2022-01-11,18.857142857142854
2022-01-12,18.392857142857142
2022-01-13,18.154761904761905
2022-01-14,20.297619047619047
2022-01-15,21.309523809523807
2022-01-16,18.45238095238095
2022-01-17,17.738095238095237
2022-01-18,18.63095238095238
2022-01-19,18.57142857142857
2022-01-20,17.38095238095238
2022-01-21,15.238095238095235
2022-01-22,13.69047619047619
2022-01-23,12.976190476190473
2022-01-24,13.690476190476186
2022-01-25,10.833333333333332
2022-01-26,9.5
2022-01-27,10.214285714285714
2022-01-28,11.642857142857142
2022-01-29,11.57142857142857
2022-01-30,12.82142857142857
2022-01-31,14.25
2022-02-01,16.392857142857142
2022-02-02,17.964285714285715
2022-02-03,22.25
2022-02-04,21.53571428571428
2022-02-05,22.678571428571427
2022-02-06,24.285714285714285
2022-02-07,20.714285714285715
2022-02-08,20.857142857142854
2022-02-09,20.999999999999996
2022-02-10,16.71428571428571
2022-02-11,20.285714285714285
2022-02-12,23.14285714285714
2022-02-13,21.71428571428571
2022-02-14,25.28571428571428
2022-02-15,24.428571428571427
2022-02-16,25.178571428571427
2022-02-17,24.46428571428571
2022-02-18,20.89285714285714
2022-02-19,15.892857142857142
2022-02-20,15.178571428571429
2022-02-21,12.321428571428571
2022-02-22,11.607142857142858
2022-02-23,9.142857142857142
2022-02-24,11.285714285714285
2022-02-25,11.285714285714285
2022-02-26,15.571428571428571
2022-02-27,16.285714285714285
2022-02-28,17.57142857142857
2022-03-01,19.178571428571427
2022-03-02,29.32142857142857
2022-03-03,27.178571428571423
2022-03-04,28.607142857142854
2022-03-05,29.32142857142857
2022-03-06,29.321428571428566
2022-03-07,28.035714285714278
2022-03-08,29.16666666666666
2022-03-09,20.595238095238095
2022-03-10,22.738095238095234
2022-03-11,22.023809523809522
2022-03-12,17.023809523809526
2022-03-13,22.023809523809522
2022-03-14,22.023809523809522
2022-03-15,20.83333333333333
2022-03-16,27.26190476190476
2022-03-17,30.119047619047617
2022-03-18,30.83333333333333
2022-03-19,37.26190476190476
2022-03-20,34.404761904761905
2022-03-21,35.11904761904762
2022-03-22,37.49999999999999
2022-03-23,32.5
2022-03-24,26.785714285714285
2022-03-25,27.5
2022-03-26,26.07142857142857
2022-03-27,23.928571428571427
2022-03-28,23.928571428571423
2022-03-29,21.666666666666664
2022-03-30,21.666666666666664
2022-03-31,24.52380952380952
2022-04-01,27.380952380952376
2022-04-02,30.952380952380953
2022-04-03,33.095238095238095
2022-04-04,34.52380952380952
2022-04-05,36.99999999999999
2022-04-06,34.857142857142854
2022-04-07,33.42857142857142
2022-04-08,31.999999999999993
2022-04-09,23.428571428571427
2022-04-10,29.857142857142854
2022-04-11,27.0
2022-04-12,25.0
2022-04-13,32.857142857142854
2022-04-14,36.42857142857143
2022-04-15,44.28571428571428
2022-04-16,45.0
2022-04-17,37.857142857142854
2022-04-18,39.99999999999999
2022-04-19,37.857142857142854
2022-04-20,32.5
2022-04-21,27.499999999999996
2022-04-22,19.64285714285714
2022-04-23,25.357142857142854
2022-04-24,25.357142857142854
2022-04-25,26.07142857142857
2022-04-26,25.357142857142854
2022-04-27,27.142857142857142
2022-04-28,31.428571428571427
2022-04-29,27.857142857142854
2022-04-30,29.999999999999996
2022-05-01,29.285714285714285
2022-05-02,29.999999999999996
2022-05-03,34.28571428571428
2022-05-04,32.857142857142854
2022-05-05,35.71428571428571
2022-05-06,35.0
2022-05-07,27.857142857142858
2022-05-08,25.714285714285715
2022-05-09,27.142857142857146
2022-05-10,23.571428571428566
2022-05-11,27.14285714285714
2022-05-12,20.71428571428571
2022-05-13,20.71428571428571
2022-05-14,21.428571428571427
2022-05-15,21.42857142857143
2022-05-16,18.333333333333332
2022-05-17,18.33333333333333
2022-05-18,11.904761904761903
2022-05-19,13.333333333333332
2022-05-20,16.9047619047619
2022-05-21,15.476190476190473
2022-05-22,20.476190476190474
2022-05-23,23.57142857142857
2022-05-24,25.83333333333333
2022-05-25,30.119047619047617
2022-05-26,32.97619047619047
2022-05-27,31.547619047619047
2022-05-28,42.26190476190476
2022-05-29,41.547619047619044
2022-05-30,42.26190476190476
2022-05-31,45.0
2022-06-01,42.857142857142854
2022-06-02,38.57142857142857
2022-06-03,41.42857142857143
2022-06-04,32.14285714285713
2022-06-05,33.57142857142857
2022-06-06,32.14285714285714
2022-06-07,29.71428571428571
2022-06-08,34.71428571428571
2022-06-09,36.85714285714285
2022-06-10,38.28571428571428
2022-06-11,36.142857142857146
2022-06-12,34.0
2022-06-13,33.285714285714285
2022-06-14,34.166666666666664
2022-06-15,34.88095238095238
2022-06-16,35.595238095238095
2022-06-17,31.309523809523807
2022-06-18,31.30952380952381
2022-06-19,29.166666666666664
2022-06-20,29.88095238095238
2022-06-21,29.166666666666668
2022-06-22,26.30952380952381
2022-06-23,27.023809523809522
2022-06-24,28.166666666666664
2022-06-25,31.738095238095237
2022-06-26,32.45238095238095
2022-06-27,32.273809523809526
2022-06-28,32.92857142857142
2022-06-29,35.07142857142857
2022-06-30,33.64285714285714
2022-07-01,31.78571428571428
2022-07-02,32.5
2022-07-03,34.64285714285714
2022-07-04,34.82142857142857
2022-07-05,30.714285714285715
2022-07-06,31.42857142857143
2022-07-07,29.285714285714285
2022-07-08,35.0
2022-07-09,35.714285714285715
2022-07-10,34.285714285714285
2022-07-11,32.14285714285714
2022-07-12,36.666666666666664
2022-07-13,31.666666666666664
2022-07-14,33.09523809523809
2022-07-15,28.80952380952381
2022-07-16,23.80952380952381
2022-07-17,27.380952380952383
2022-07-18,28.38095238095238
2022-07-19,27.0
2022-07-20,24.142857142857142
2022-07-21,24.142857142857142
2022-07-22,26.285714285714285
2022-07-23,30.57142857142857
2022-07-24,24.14285714285714
2022-07-25,23.57142857142857
2022-07-26,22.999999999999996
2022-07-27,24.428571428571423
2022-07-28,25.14285714285714
2022-07-29,20.857142857142854
2022-07-30,20.857142857142858
2022-07-31,23.535714285714285
2022-08-01,23.64285714285714
2022-08-02,23.214285714285715
2022-08-03,23.214285714285715
2022-08-04,25.357142857142854
2022-08-05,31.071428571428573
2022-08-06,38.21428571428571
2022-08-07,39.82142857142857
2022-08-08,38.57142857142858
2022-08-09,41.666666666666664
2022-08-10,42.38095238095238
2022-08-11,42.80952380952381
2022-08-12,37.80952380952381
2022-08-13,34.95238095238095
2022-08-14,33.52380952380952
2022-08-15,36.20238095238095
2022-08-16,35.07142857142856
2022-08-17,35.78571428571428
2022-08-18,41.07142857142857
2022-08-19,40.35714285714286
2022-08-20,38.92857142857142
2022-08-21,45.357142857142854
2022-08-22,44.107142857142854
2022-08-23,46.14285714285713
2022-08-24,44.71428571428571
2022-08-25,40.42857142857143
2022-08-26,40.42857142857143
2022-08-27,37.71428571428571
2022-08-28,32.71428571428571
2022-08-29,34.14285714285714
2022-08-30,31.71428571428571
2022-08-31,38.14285714285714
2022-09-01,36.0
2022-09-02,41.0
2022-09-03,43.0
2022-09-04,48.0
2022-09-05,45.857142857142854
2022-09-06,48.33333333333333
2022-09-07,44.76190476190476
2022-09-08,49.047619047619044
2022-09-09,49.04761904761905
2022-09-10,51.904761904761905
2022-09-11,46.9047619047619
2022-09-12,54.047619047619044
2022-09-13,47.857142857142854
2022-09-14,57.85714285714285
2022-09-15,58.57142857142857
2022-09-16,56.42857142857142
2022-09-17,52.14285714285714
2022-09-18,61.42857142857142
2022-09-19,59.28571428571428
2022-09-20,68.33333333333333
2022-09-21,65.47619047619047
2022-09-22,70.47619047619047
2022-09-23,80.47619047619048
2022-09-24,81.9047619047619
2022-09-25,75.47619047619048
2022-09-26,79.19047619047619
2022-09-27,81.0
2022-09-28,71.71428571428572
2022-09-29,67.42857142857142
2022-09-30,57.42857142857142
2022-10-01,53.14285714285714
2022-10-02,50.28571428571428
2022-10-03,44.14285714285714
2022-10-04,38.0
2022-10-05,35.85714285714286
2022-10-06,33.71428571428571
2022-10-07,32.99999999999999
2022-10-08,32.285714285714285
2022-10-09,35.14285714285714
2022-10-10,31.142857142857142
2022-10-11,29.999999999999996
2022-10-12,33.57142857142857
2022-10-13,25.714285714285715
2022-10-14,22.85714285714286
2022-10-15,24.285714285714285
2022-10-16,21.428571428571423
2022-10-17,23.57142857142857
2022-10-18,22.5
2022-10-19,18.21428571428571
2022-10-20,28.214285714285708
2022-10-21,31.07142857142857
2022-10-22,31.785714285714285
2022-10-23,32.5
2022-10-24,34.07142857142857
2022-10-25,33.714285714285715
2022-10-26,33.714285714285715
2022-10-27,27.999999999999996
2022-10-28,36.57142857142857
2022-10-29,40.85714285714285
2022-10-30,42.99999999999999
2022-10-31,41.42857142857142
2022-11-01,44.99999999999999
2022-11-02,49.285714285714285
2022-11-03,45.71428571428572
2022-11-04,43.57142857142857
2022-11-05,54.285714285714285
2022-11-06,55.714285714285715
2022-11-07,57.857142857142854
2022-11-08,52.85714285714286
2022-11-09,55.0
2022-11-10,68.57142857142857
2022-11-11,67.85714285714286
2022-11-12,54.285714285714285
2022-11-13,53.57142857142857
2022-11-14,55.71428571428571
2022-11-15,63.33333333333333
2022-11-16,58.33333333333332
2022-11-17,61.19047619047619
2022-11-18,66.9047619047619
2022-11-19,71.19047619047619
2022-11-20,69.76190476190476
2022-11-21,69.04761904761904
2022-11-22,60.714285714285715
2022-11-23,62.14285714285714
2022-11-24,56.428571428571416
2022-11-25,50.714285714285715
2022-11-26,47.85714285714285
2022-11-27,51.42857142857142
2022-11-28,54.285714285714285
2022-11-29,55.714285714285715
2022-11-30,60.0
2022-12-01,60.71428571428571
2022-12-02,59.99999999999999
2022-12-03,70.0
2022-12-04,65.71428571428571
2022-12-05,59.99999999999999
2022-12-06,58.57142857142857
2022-12-07,64.28571428571428
2022-12-08,64.28571428571429
2022-12-09,67.85714285714285
2022-12-10,57.14285714285714
2022-12-11,59.28571428571428
2022-12-12,61.42857142857143
2022-12-13,61.42857142857142
2022-12-14,55.714285714285715
2022-12-15,47.857142857142854
2022-12-16,45.714285714285715
2022-12-17,47.14285714285714
2022-12-18,46.42857142857142
2022-12-19,42.14285714285714
2022-12-20,42.142857142857146
2022-12-21,47.142857142857146
2022-12-22,53.57142857142857
2022-12-23,47.14285714285714
2022-12-24,54.99999999999999
2022-12-25,48.57142857142857
2022-12-26,47.142857142857146
2022-12-27,50.0
2022-12-28,44.28571428571428
2022-12-29,38.33333333333333
2022-12-30,36.1904761904762
2022-12-31,24.761904761904756
2023-01-01,25.476190476190474
2023-01-02,26.9047619047619
2023-01-03,26.904761904761905
2023-01-04,21.190476190476186
2023-01-05,19.285714285714285
2023-01-06,19.999999999999996
2023-01-07,17.857142857142858
2023-01-08,18.57142857142857
2023-01-09,19.0
2023-01-10,17.999999999999996
2023-01-11,17.28571428571428
2023-01-12,19.428571428571427
2023-01-13,18.71428571428571
2023-01-14,20.14285714285714
2023-01-15,20.32142857142857
2023-01-16,20.785714285714285
2023-01-17,21.249999999999996
2023-01-18,24.82142857142857
2023-01-19,26.96428571428571
2023-01-20,28.392857142857142
2023-01-21,25.53571428571429
2023-01-22,26.785714285714285
2023-01-23,27.892857142857142
2023-01-24,29.0
2023-01-25,24.71428571428571
2023-01-26,19.0
2023-01-27,23.285714285714285
2023-01-28,26.857142857142854
2023-01-29,23.999999999999996
2023-01-30,23.428571428571423
2023-01-31,20.0
2023-02-01,21.428571428571427
2023-02-02,30.0
2023-02-03,23.57142857142857
2023-02-04,22.142857142857142
2023-02-05,22.142857142857142
2023-02-06,19.999999999999993
2023-02-07,22.499999999999996
2023-02-08,21.071428571428573
2023-02-09,11.785714285714285
2023-02-10,11.785714285714283
2023-02-11,12.499999999999998
2023-02-12,12.499999999999998
2023-02-13,17.5
2023-02-14,16.666666666666664
2023-02-15,18.666666666666664
2023-02-16,20.80952380952381
2023-02-17,20.80952380952381
2023-02-18,25.095238095238095
2023-02-19,26.523809523809522
2023-02-20,20.80952380952381
2023-02-21,21.57142857142857
2023-02-22,19.571428571428573
2023-02-23,18.57142857142857
2023-02-24,19.999999999999996
2023-02-25,13.571428571428571
2023-02-26,14.285714285714285
2023-02-27,15.535714285714285
2023-02-28,23.107142857142854
2023-03-01,25.249999999999996
2023-03-02,24.107142857142854
2023-03-03,26.96428571428571
2023-03-04,26.25
2023-03-05,31.96428571428571
2023-03-06,33.57142857142857
2023-03-07,27.857142857142854
2023-03-08,29.285714285714285
2023-03-09,32.857142857142854
2023-03-10,43.57142857142857
2023-03-11,47.857142857142854
2023-03-12,43.57142857142857
2023-03-13,46.666666666666664
2023-03-14,46.666666666666664
2023-03-15,43.80952380952381
2023-03-16,42.38095238095238
2023-03-17,31.666666666666664
2023-03-18,30.238095238095234
2023-03-19,26.66666666666666
2023-03-20,23.33333333333333
2023-03-21,21.19047619047619
2023-03-22,21.19047619047619
2023-03-23,21.19047619047619
2023-03-24,18.333333333333332
2023-03-25,16.9047619047619
2023-03-26,21.9047619047619
2023-03-27,19.285714285714285
2023-03-28,18.57142857142857
2023-03-29,29.285714285714285
2023-03-30,26.428571428571427
2023-03-31,27.142857142857142
2023-04-01,29.285714285714285
2023-04-02,24.999999999999996
2023-04-03,24.999999999999996
2023-04-04,27.14285714285714
2023-04-05,27.857142857142854
2023-04-06,29.999999999999996
2023-04-07,32.857142857142854
2023-04-08,33.33333333333333
2023-04-09,39.047619047619044
2023-04-10,39.04761904761905
2023-04-11,38.33333333333333
2023-04-12,31.19047619047619
2023-04-13,33.333333333333336
2023-04-14,31.904761904761905
2023-04-15,33.57142857142857
2023-04-16,36.42857142857142
2023-04-17,41.66666666666666
2023-04-18,42.38095238095237
2023-04-19,43.809523809523796
2023-04-20,44.523809523809526
2023-04-21,43.8095238095238
2023-04-22,39.52380952380952
2023-04-23,29.523809523809522
2023-04-24,27.499999999999993
2023-04-25,26.785714285714285
2023-04-26,22.78571428571428
2023-04-27,19.21428571428571
2023-04-28,19.928571428571427
2023-04-29,26.357142857142854
2023-04-30,32.07142857142857
2023-05-01,33.14285714285714
2023-05-02,38.14285714285714
2023-05-03,40.0
2023-05-04,45.0
2023-05-05,45.71428571428571
2023-05-06,45.71428571428571
2023-05-07,41.42857142857143
2023-05-08,37.142857142857146
2023-05-09,33.57142857142857
2023-05-10,33.333333333333336
2023-05-11,32.61904761904762
2023-05-12,31.9047619047619
2023-05-13,26.19047619047619
2023-05-14,30.476190476190474
2023-05-15,31.190476190476186
2023-05-16,32.61904761904761
2023-05-17,31.428571428571423
2023-05-18,30.0
2023-05-19,31.42857142857143
2023-05-20,33.57142857142857
2023-05-21,29.28571428571428
2023-05-22,30.0
2023-05-23,36.42857142857142
2023-05-24,37.857142857142854
2023-05-25,40.0
2023-05-26,37.85714285714285
2023-05-27,50.71428571428571
2023-05-28,52.857142857142854
2023-05-29,59.166666666666664
2023-05-30,49.16666666666666
2023-05-31,44.88095238095237
2023-06-01,46.3095238095238
2023-06-02,48.45238095238095
2023-06-03,42.73809523809524
2023-06-04,41.3095238095238
2023-06-05,38.33333333333333
2023-06-06,38.33333333333333
2023-06-07,40.47619047619047
2023-06-08,37.61904761904762
2023-06-09,50.476190476190474
2023-06-10,40.476190476190474
2023-06-11,44.76190476190476
2023-06-12,39.99999999999999
2023-06-13,39.285714285714285
2023-06-14,49.285714285714285
2023-06-15,47.14285714285714
2023-06-16,29.285714285714285
2023-06-17,39.28571428571428
2023-06-18,34.99999999999999
2023-06-19,40.0
2023-06-20,45.71428571428571
2023-06-21,37.14285714285714
2023-06-22,37.857142857142854
2023-06-23,48.57142857142857
2023-06-24,38.57142857142857
2023-06-25,42.142857142857146
2023-06-26,37.14285714285714
2023-06-27,31.428571428571427
2023-06-28,32.857142857142854
2023-06-29,31.428571428571427
2023-06-30,22.857142857142854
2023-07-01,25.71428571428571
2023-07-02,22.5
2023-07-03,25.5
2023-07-04,34.07142857142857
2023-07-05,39.07142857142857
2023-07-06,37.642857142857146
2023-07-07,38.357142857142854
2023-07-08,39.96428571428571
2023-07-09,37.46428571428571
2023-07-10,39.17857142857142
2023-07-11,41.32142857142857
2023-07-12,32.75
2023-07-13,39.89285714285714
2023-07-14,48.46428571428571
2023-07-15,50.42857142857143
2023-07-16,55.42857142857142
2023-07-17,50.71428571428571
2023-07-18,44.285714285714285
2023-07-19,50.714285714285715
2023-07-20,49.28571428571429
2023-07-21,38.57142857142857
2023-07-22,43.57142857142857
2023-07-23,44.166666666666664
2023-07-24,50.88095238095238
2023-07-25,50.16666666666667
2023-07-26,44.45238095238095
2023-07-27,40.16666666666666
2023-07-28,42.309523809523796
2023-07-29,31.59523809523809
2023-07-30,27.42857142857143
2023-07-31,21.428571428571423
2023-08-01,21.428571428571427
2023-08-02,19.285714285714285
2023-08-03,18.57142857142857
2023-08-04,15.714285714285712
2023-08-05,19.999999999999996
2023-08-06,21.428571428571423
2023-08-07,23.333333333333332
2023-08-08,19.76190476190476
2023-08-09,24.047619047619047
2023-08-10,29.047619047619044
2023-08-11,32.61904761904762
2023-08-12,32.61904761904762
2023-08-13,31.19047619047619
2023-08-14,28.57142857142857
2023-08-15,30.71428571428571
2023-08-16,27.857142857142854
2023-08-17,21.428571428571427
2023-08-18,25.714285714285715
2023-08-19,24.285714285714285
2023-08-20,33.57142857142857
2023-08-21,38.333333333333336
2023-08-22,39.76190476190476
2023-08-23,51.9047619047619
2023-08-24,60.476190476190474
2023-08-25,56.19047619047618
2023-08-26,56.904761904761905
2023-08-27,50.476190476190474
2023-08-28,45.714285714285715
2023-08-29,54.285714285714285
2023-08-30,58.57142857142857
2023-08-31,58.57142857142856
2023-09-01,67.14285714285714
2023-09-02,87.85714285714285
2023-09-03,88.57142857142856
2023-09-04,102.49999999999999
2023-09-05,103.2142857142857
2023-09-06,86.78571428571428
2023-09-07,85.35714285714286
2023-09-08,84.64285714285714
2023-09-09,68.21428571428571
2023-09-10,69.64285714285714
2023-09-11,57.142857142857146
2023-09-12,47.142857142857146
2023-09-13,47.85714285714286
2023-09-14,49.99999999999999
2023-09-15,48.57142857142857
2023-09-16,49.28571428571428
2023-09-17,49.99999999999999
2023-09-18,55.83333333333333
2023-09-19,61.547619047619044
2023-09-20,67.97619047619047
2023-09-21,66.54761904761905
2023-09-22,70.11904761904762
2023-09-23,71.54761904761904
2023-09-24,67.26190476190476
2023-09-25,59.99999999999999
2023-09-26,56.428571428571416
2023-09-27,48.57142857142857
2023-09-28,45.714285714285715
2023-09-29,36.42857142857142
2023-09-30,28.57142857142857
2023-10-01,30.0
2023-10-02,34.166666666666664
2023-10-03,30.595238095238095
2023-10-04,32.738095238095234
2023-10-05,29.880952380952376
2023-10-06,28.45238095238095
2023-10-07,29.880952380952376
2023-10-08,26.309523809523803
2023-10-09,25.0
2023-10-10,34.99999999999999
2023-10-11,38.57142857142857
2023-10-12,44.99999999999999
2023-10-13,42.14285714285714
2023-10-14,40.0
2023-10-15,39.285714285714285
2023-10-16,36.42857142857143
2023-10-17,30.0
2023-10-18,37.857142857142854
2023-10-19,32.14285714285714
2023-10-20,34.285714285714285
2023-10-21,34.285714285714285
2023-10-22,34.28571428571429
2023-10-23,39.16666666666667
2023-10-24,38.45238095238095
2023-10-25,35.59523809523809
2023-10-26,34.88095238095237
2023-10-27,34.88095238095237
2023-10-28,36.30952380952381
2023-10-29,38.45238095238095
2023-10-30,38.33333333333333
2023-10-31,49.04761904761905
2023-11-01,51.19047619047618
2023-11-02,61.904761904761905
2023-11-03,64.04761904761904
2023-11-04,71.9047619047619
2023-11-05,70.47619047619048
2023-11-06,65.71428571428571
2023-11-07,73.57142857142857
2023-11-08,72.85714285714286
2023-11-09,70.71428571428571
2023-11-10,75.0
2023-11-11,72.85714285714285
2023-11-12,74.99999999999999
2023-11-13,75.71428571428571
2023-11-14,53.57142857142856
2023-11-15,48.57142857142856
2023-11-16,49.99999999999999
2023-11-17,56.42857142857142
2023-11-18,53.57142857142857
2023-11-19,57.14285714285714
2023-11-20,57.857142857142854
2023-11-21,74.28571428571428
2023-11-22,74.28571428571428
2023-11-23,72.85714285714285
2023-11-24,67.14285714285714
2023-11-25,66.42857142857143
2023-11-26,60.714285714285715
2023-11-27,62.14285714285713
2023-11-28,59.28571428571428
2023-11-29,65.0
2023-11-30,64.99999999999999
2023-12-01,62.857142857142854
2023-12-02,66.42857142857142
2023-12-03,77.85714285714285
2023-12-04,86.66666666666666
2023-12-05,80.95238095238095
2023-12-06,80.23809523809523
2023-12-07,79.52380952380952
2023-12-08,91.66666666666666
2023-12-09,91.66666666666667
2023-12-10,81.66666666666667
2023-12-11,75.71428571428572
2023-12-12,71.42857142857142
2023-12-13,61.42857142857142
2023-12-14,55.714285714285715
2023-12-15,50.71428571428571
2023-12-16,44.285714285714285
2023-12-17,44.285714285714285
2023-12-18,44.166666666666664
2023-12-19,43.45238095238095
2023-12-20,54.166666666666664
2023-12-21,54.88095238095238
2023-12-22,53.45238095238095
2023-12-23,58.45238095238095
2023-12-24,60.59523809523809
2023-12-25,63.33333333333333
2023-12-26,79.19047619047619
2023-12-27,70.6190476190476
2023-12-28,69.9047619047619
2023-12-29,
2023-12-30,
2023-12-31,
